"LocalityString"	"Drainage"	"Country"	"State"	"County"	"Continent"
West Fork Thompson Creek, Harris Corner Road, 2 mi. E of US Hwy. 61 at Laurel Hill.	Mississippi River	United States of America	Louisiana	West Feliciana	North America
Chaney Creek at Freeland Road (West Feliciana County Road 23), about 2.0 mi. NE of US Hwy. 61.	Thompson Creek	United States of America	Louisiana	West Feliciana	North America
Hammer Creek at dirt road; 0.4 mi. S of jct. of Freeland Road (West Feliciana County Road 23), 1.0 mi. NE Freeland.	Mississippi River	United States of America	Louisiana	West Feliciana	North America
Alexander Creek at railroad bridge, 1.4 mi. W of Powell Station Road railroad crossing.	Mississippi River	United States of America	Louisiana	West Feliciana	North America
Coldwater Spring, trib. to Choccolocco Creek 6 mi. SW of Oxford.	Alabama River	United States of America	Alabama	Calhoun	North America
St. Johns River near Welaka.	St. Johns River	United States of America	Florida	Putnam	North America
Santa Fe River at US Hwy. 27 bridge, 1.5 mi. N High Springs.	Suwannee River	United States of America	Florida	Alachua	North America
"5 mi. E Crosbyton."	Brazos River	United States of America	Texas	Crosby	North America
"13.3 mi. N Benjamin."	Red River	United States of America	Texas	Knox	North America
"8 mi. N Benjamin."	Red River	United States of America	Texas	Knox	North America
"23 mi. N Benjamin."	Red River	United States of America	Texas	Knox	North America
"13 mi. N Benjamin."	Red River	United States of America	Texas	Knox	North America
"13 mi. S Crowell."	Red River	United States of America	Texas	Foard	North America
"6 mi. E Crosbyton."	Brazos River	United States of America	Texas	Crosby	North America
Fork of Aberdeen Creek at culvert on US Route 1, 0.5 air mi. SW center Aberdeen.	Pee Dee River	United States of America	North Carolina	Moore	North America
Alligator Reef 5 mi. SE Lower Matecumbe Key.	Atlantic Ocean	United States of America	Florida	Monroe	North America
Alligator Reef 5 mi. SE Lower Matecumbe Key.	Atlantic Ocean	United States of America	Florida	Monroe	North America
Off deck of M/V Oregon at dock, Be'lem, Brazil.		Brazil			South America
Tchefuncte River.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Pushepatapa Creek 1 mi. S of Varnado.	Pearl River	United States of America	Louisiana	Washington	North America
Hurricane Creek trib. of Pearl River 2.8 mi. N on MS Hwy. 35 from Sandy Hook.	Pearl River	United States of America	Mississippi	Marion	North America
Hurricane Creek.	Pearl River	United States of America	Mississippi	Marion	North America
Pushepatapa Creek at Varnado.	Pearl River	United States of America	Louisiana	Washington	North America
Flood pools, Bonnet Carre Spillway near Norco.	Mississippi River	United States of America	Louisiana	St. Charles	North America
Mississippi River levee, Mile Post 110.5, west side of river.	Mississippi River	United States of America	Louisiana	Jefferson	North America
Hurricane Creek.	Pearl River	United States of America	Mississippi	Marion	North America
Bonnet Carre Spillway near Norco.	Mississippi River	United States of America	Louisiana	St. Charles	North America
Rankenmill Creek.	Pearl River	United States of America	Mississippi	Marion	North America
Meridian Creek, 1 mi. E of Conway; T22N R1E Sec. 17.	Ouachita River	United States of America	Louisiana	Union	North America
Little Bay.	Gulf of Mexico	United States of America	Louisiana	Vermilion	North America
Mississippi Sound, 6 mi. offshore from Pass Christian, MS.	Gulf of Mexico	United States of America	Mississippi	Harrison	North America
Turtle Bay near Placida.	Charlotte Harbor	United States of America	Florida	Charlotte	North America
Nigger Island, Mermentau River, at entrance to Grand Lake.	Mermentau River	United States of America	Louisiana	Cameron	North America
[Grand Lake] 1 mi. off Catfish Point.	Mermentau River	United States of America	Louisiana	Cameron	North America
Friday Harbor at San Juan Island.	Pacific Ocean	United States of America	Washington	San Juan	North America
Guadalupe River; 2 blocks S of Kerrville Courthouse.	San Antonio River	United States of America	Texas	Kerr	North America
Guadalupe River immediately below dam; 3.6 mi. SW of Kerrville.	San Antonio River	United States of America	Texas	Kerr	North America
Bogue Falaya River approximately 2.1 mi. NNE of Folsom.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Bogue Falaya River approximately 2.1 mi. NNE of Folsom.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Freeport Sulphur Company, Uncle Sam Station #4.	Blind River	United States of America	Louisiana	St. James	North America
Charter Boat Harbor adjacent to Bayou Rigaud on eastern end of Grand Isle.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Beach on Ipswich Bay approximately 3 mi. NNW of Gloucester.	Atlantic Ocean	United States of America	Massachusetts	Essex	North America
Northern end of Gloucester Sound in Gloucester.	Atlantic Ocean	United States of America	Massachusetts	Essex	North America
Unnamed creek at US Hwy. 62 just W of Bellefonte.	White River	United States of America	Arkansas	Boone	North America
Isolated pond near the western end of Grand Terre.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Large lagoon near gulf beach on western end of Grand Terre.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Sand flat on western tip of Grand Terre Island, adjoining Barataria Bay.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Large lagoon near gulf beach on western end of Grand Terre Island.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Isolated pond near gulf beach about 1 mi. from western tip of Grand Terre.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Marsh ponds on western end of Grand Terre.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Isolated pond on western end of Grand Terre Island.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Marsh pond on western end of Grand Terre Island.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Large lagoon near gulf beach on western end of Grand Terre Island.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Sand flat on western tip of Grand Terre Island, adjacent to Barataria Bay.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
Grand Bayou Pass, 8.5 mi. SW of Empire, La.	Gulf of Mexico	United States of America	Louisiana	Plaquemines	North America
Unmarked forest service road at Collier Springs.	Red River	United States of America	Arkansas	Montgomery	North America
Unnamed creek on forest service road 0.7 mi. E Hwy. 27 just NE of Norman.	Red River	United States of America	Arkansas	Montgomery	North America
Caddo River just W of Hwy. 8 at Caddo Gap.	Red River	United States of America	Arkansas	Montgomery	North America
Ouachita River at Interstate Hwy. 30.	Ouachita River	United States of America	Arkansas	Hot Springs	North America
Bogue Falaya River approximately 0.6 mi. NE of Hwy. 190 bridge in Covington.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Tchefuncte River on E bank at mouth of Lake Pontchartrain, or 2.0 mi. S of Hwy. 22 bridge in Madisonville.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Tchefuncte River on E bank at mouth of river at Lake Pontchartrain or 2 mi. S of Hwy. 22 bridge in Madisonville.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Tchefuncte River near mouth at Lake Pontchartrain or approximately 1.8 mi. S of Hwy. 22 bridge in Madisonville.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Tchefuncte River 2.0 mi. ENE of Hwy. 22 bridge in Madisonville.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Bogue Falaya River approximately 1.0 mi. SE of Hwy. Business 190 bridge in Covington.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
Bogue Falaya River, approximately 0.6 mi. NE of Hwy. 190 bridge in Covington.	Lake Ponchartrain	United States of America	Louisiana	St. Tammany	North America
Unnamed trib. to Ponchitolowa Creek at Hwy. 36 or 5.3 mi. SE of Hwys. 59 & 36 in Abita Springs.	Lake Pontchartrain	United States of America	Louisiana	St. Tammany	North America
FSC Grand Isle Station #4; Gulf of Mexico, 6.0 mi. SSE of Grand Isle.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
FSC Garden Island Bay Station #4: Wright Pass, 3.6 mi. NE of Port Eads.	Mississippi River	United States of America	Louisiana	Plaquemines	North America
FSC Lake Pelto Station #5: Gulf of Mexico 1.2 mi. S of Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
Freeport Sulphur Co. Lake Pelto Station #5: Gulf of Mexico 1.2 mi. S of Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
FSC Uncle Sam Station #3: St. James Parish Canal, 3.8 mi. NNE of Convent.	Lake Pontchartrain	United States of America	Louisiana	St. James	North America
FSC Uncle Sam Station #4: Bayou des Acadiens, 2.6 mi. NE of Convent.	Lake Pontchartrain	United States of America	Louisiana	St. James	North America
FSC Uncle Sam Station #4: Bayou des Acadiens, 2.6 mi. NE of Convent.	Lake Pontchartrain	United States of America	Louisiana	St. James	North America
Freeport Sulphur Co. Grand Isle Station #4: Gulf of Mexico, 6.0 mi. SSE of Grand Isle.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
FSC Garden Island Bay Station #4: Wright Pass, 3.6 mi. NE of Port Eads.	Gulf of Mexico	United States of America	Louisiana	Plaquemines	North America
FSC Lake Pelto Station #4: Gulf of Mexico approximately 1.2 mi. S Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
FSC Lake Pelto Station #1-5: Lake Pelto, about 2.3 mi. NW eastern tip of Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
Freeport Sulphur Co. Grand Isle Station #2: Gulf of Mexico, 7.1 mi. ESE of Grand Isle.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
FSC Caminada Station #1; Gulf of Mexico, 6.9 mi. S of Grand Isle.	Gulf of Mexico	United States of America	Louisiana	Jefferson	North America
FSC Grand Ecaille Station #2: Rattlesnake Bayou, 1.5 mi. N of Grand Ecaille.	Mississippi Delta	United States of America	Louisiana	Plaquemines	North America
FSC Grand Ecaille Station #4: Lake Grand Ecaille, 2.8 mi. W of Grand Ecaille.	Mississippi Delta	United States of America	Louisiana	Plaquemines	North America
Freeport Sulphur Company Port Sulphur Station #2: Bay Lanaux, 1.0 mi. SSE of Port Sulphur.	Gulf of Mexico	United States of America	Louisiana	Plaquemines	North America
FSC Grand Ecaille Station #2: Rattlesnake Bayou, 1.5 mi. N of Grand Ecaille.	Mississippi Delta	United States of America	Louisiana	Plaquemines	North America
FSC Lake Pelto Station #1: Lake Pelto 2.3 mi. NW eastern tip Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
FSC Grand Ecaille Station #3: Lake Grande Ecaille, 0.5 mi. W of Grand Ecaille.	Mississippi Delta	United States of America	Louisiana	Plaquemines	North America
FSC Grand Ecaille Station #4: Lake Grande Ecaille, 2.8 mi. W of Grand Ecaille.	Mississippi Delta	United States of America	Louisiana	Plaquemines	North America
FSC, Uncle Sam Station #2: Blind River 6.0 mi. NNE of Convent.	Blind River	United States of America	Louisiana	St. James	North America
Freeport Sulphur Company Lake Pelto Station #4: Gulf of Mexico 1.2 mi. S of Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
Freeport Sulphur Co. Lake Pelto Station #4: Gulf of Mexico 1.2 mi. S of Isles Dernieres.	Gulf of Mexico	United States of America	Louisiana	Terrebonne	North America
